event-id,visible,timestamp,location-long,location-lat,acceleration-raw-x,acceleration-raw-y,acceleration-raw-z,bar:barometric-pressure,data-decoding-software,external-temperature,gps:horizontal-accuracy-estimate,gps:speed-accuracy-estimate,gps-time-to-fix,ground-speed,heading,height-above-ellipsoid,icarus:barometric-pressure-raw,icarus:battery-voltage-raw,icarus:ecef-vx,icarus:ecef-vy,icarus:ecef-vz,icarus:ecef-x,icarus:ecef-y,icarus:ecef-z,icarus:internal-reference-raw,icarus:relative-humidity,icarus:relative-humidity-raw,icarus:reset-counter,icarus:resistance-raw,icarus:solar-cell-current,icarus:solar-cell-current-raw,icarus:solar-cell-voltage-raw,icarus:temperature0-raw,icarus:temperature1-raw,icarus:temperature2-raw,icarus:timestamp-accuracy,icarus:timestamp-source,icarus:uplink-counter,import-marked-outlier,location-error-text,mag:magnetic-field-raw-x,mag:magnetic-field-raw-y,mag:magnetic-field-raw-z,magnetic-field-x,magnetic-field-y,magnetic-field-z,mortality-status,tag-voltage,transmission-protocol,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
19042453275,true,2021-06-15 06:34:00.000,-14.2957453,-7.9498641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","common-uplink-header",,false,">10m",,,,,,,"dead",3900.0,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
19084827253,true,2021-06-15 13:01:00.000,-14.2957895,-7.9498548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
19084827254,true,2021-06-16 01:02:00.000,-14.2958324,-7.9498978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
19084827255,true,2021-06-16 13:01:00.000,-14.2958753,-7.9498119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
19084827256,true,2021-06-16 19:07:00.000,-14.2957895,-7.9498548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
19084827257,true,2021-06-17 01:01:00.000,-14.2957037,-7.9498119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
19084827258,true,2021-06-17 13:01:00.000,-14.2959612,-7.9495115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
19084827259,true,2021-06-17 18:15:00.000,-14.2958324,-7.9498548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
19084827260,true,2021-06-18 01:02:00.000,-14.2958324,-7.9498548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
19084827261,true,2021-06-18 13:01:00.000,-14.2957895,-7.9498548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
